Product ID,SKU,Product Name,Category,Scale,Price Incl GST (₹),Base Price Excl GST (₹),GST Rate (%),HSN Code,MRP (₹),Discount (%),Stock (Units),Availability,Drivetrain,Top Speed,Motor Type,Battery Pack,Remote / Control,Dimensions,Weight,Age Group,Video Link,Primary Image URL,Gallery Images Count,Short Description,Full Technical Description
223,24WVBEE-B,1:24 Volkswagen Beetle,Collectables,1:24,2999,2542,18,95030090,3749,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,23 × 11 × 10 cm,0.9 kg,8+ Years,N/A,N/A,0,"Premium 1:24 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:24 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
224,24WLREVOQ-W,1:24 LAND ROVER Evoque,Collectables,1:24,2999,2542,18,95030090,3749,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,23 × 11 × 10 cm,0.9 kg,8+ Years,N/A,N/A,0,"Premium 1:24 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:24 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
225,24WPO911T-W,1:24 Porsche 911 Turbo,Collectables,1:24,2999,2542,18,95030090,3749,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,23 × 11 × 10 cm,0.9 kg,8+ Years,N/A,N/A,0,"Premium 1:24 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:24 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
226,32JJ78LAM-R,1:32 DC Lamborghini,Collectables,1:32,1799,1525,18,95030090,2249,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
227,32JJ78LAM-AG,1:32 DC Lamborghini,Collectables,1:32,1799,1525,18,95030090,2249,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
228,32JJ90AM-B,1:32 DC Aston Martin,Collectables,1:32,1799,1525,18,95030090,2249,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
229,32JJ90AM-G,1:32 DC Aston Martin,Collectables,1:32,1799,1525,18,95030090,2249,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
230,32JJ90AM-Gree,1:32 DC Aston Martin,Collectables,1:32,1799,1525,18,95030090,2249,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
231,32JJ336AU-W,1:32 Audi RS6,Collectables,1:32,1799,1525,18,95030090,2249,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
232,32JJ275PMM-Bu,1:32 DC Porsche McLaren Macan,Collectables,1:32,899,762,18,95030090,1124,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.4 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
233,32JJ275PMM-O,1:32 DC Porsche McLaren Macan,Collectables,1:32,899,762,18,95030090,1124,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.4 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
234,32JJ275PMM-R,1:32 DC Porsche McLaren Macan,Collectables,1:32,899,762,18,95030090,1124,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.4 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
235,32JJ89MF-R,1:32 DC Marlboro Ferrari,Collectables,1:32,1799,1525,18,95030090,2249,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
236,32JJ335BM-B,1:32 DC BMW,Collectables,1:32,1799,1525,18,95030090,2249,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
237,32JJ335BM-W,1:32 DC BMW,Collectables,1:32,1799,1525,18,95030090,2249,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
